paper,pair,cosine_mean,cosine_std,jaccard_mean,jaccard_std,n_comparisons
Degradation+of+dyes+by+white+rot+fungi_,few_shot_vs_cot,0.8878178000450134,0.058323908088347,0.7257905848654124,0.12614746099797505,9
Degradation+of+sulfonated+azo+dyes+and+sulfanilic+acid+by+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_,baseline_vs_few_shot,0.8683013584878709,0.033343865152008954,0.39269857127693475,0.05156687778146954,9
Degradation+of+sulfonated+azo+dyes+and+sulfanilic+acid+by+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_,baseline_vs_cot,0.8735159039497375,0.06824979147014514,0.4577588736466386,0.08915194821107364,9
Degradation+of+sulfonated+azo+dyes+and+sulfanilic+acid+by+Phanerochaete+chrysosporium+and+Streptomyces+chromofuscus_,few_shot_vs_cot,0.9011808898713853,0.03403279747467588,0.4156175444097515,0.06398482324565924,9
Development+of+a+Combined+Membrane-Ring+Sparger+for+Efficient+Gas+Utilization_,baseline_vs_few_shot,0.8999669684304131,0.04221794100106013,0.453948568794655,0.03608543056593623,9
Development+of+a+Combined+Membrane-Ring+Sparger+for+Efficient+Gas+Utilization_,baseline_vs_cot,0.9121930268075731,0.02568439280624151,0.40763510998732877,0.09028639996549298,9
Development+of+a+Combined+Membrane-Ring+Sparger+for+Efficient+Gas+Utilization_,few_shot_vs_cot,0.933707680967119,0.012191843233238233,0.4535927449886397,0.0446339215003543,9
Development+of+a+bioreactor+system+using+an+immobilized+white+rot+fungus+for+decolourization_2C+Part+II_3A+Continuous+decolourization+tests_,baseline_vs_few_shot,0.898374511135949,0.032886729519276355,0.4824748532444186,0.0754655435974309,9
Development+of+a+bioreactor+system+using+an+immobilized+white+rot+fungus+for+decolourization_2C+Part+II_3A+Continuous+decolourization+tests_,baseline_vs_cot,0.9226121703783671,0.030067723376308295,0.5597708854199004,0.0688334224478913,9
Development+of+a+bioreactor+system+using+an+immobilized+white+rot+fungus+for+decolourization_2C+Part+II_3A+Continuous+decolourization+tests_,few_shot_vs_cot,0.9056954185167948,0.02541387819321072,0.5390848547523093,0.043061912404024745,9
Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_,baseline_vs_few_shot,0.9028544293509589,0.02828310299228361,0.5899157697089895,0.05053315489196968,9
Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_,baseline_vs_cot,0.8793067733446757,0.03719498196869321,0.603330718236255,0.04150784321322305,9
Dye+decolorization+and+detoxification+by+laccase+immobilized+on+porous+glass+beads_,few_shot_vs_cot,0.9175184369087219,0.028005947976441833,0.6896331019510897,0.12195599363918282,9
Dye+removal+by+low+cost+adsorbents_3A+Hazelnut+shells+in+comparison+with+wood+sawdust_,baseline_vs_few_shot,0.9084132976002164,0.01621596924894512,0.5089534945264518,0.05315399714656206,9
Dye+removal+by+low+cost+adsorbents_3A+Hazelnut+shells+in+comparison+with+wood+sawdust_,baseline_vs_cot,0.9168093866772122,0.029013858620196824,0.5727370655020211,0.05686902267553067,9
Dye+removal+by+low+cost+adsorbents_3A+Hazelnut+shells+in+comparison+with+wood+sawdust_,few_shot_vs_cot,0.9093515011999342,0.03127903207305409,0.6804167852300306,0.117013276124352,9
Effect+of+Environmental+Condition+on+Biological+Decolorization+of+Textile+Dyestuff+by+C.+versicolor_,baseline_vs_few_shot,0.9029334783554077,0.02634919217406262,0.777177384585189,0.11651382627506186,9
Effect+of+Environmental+Condition+on+Biological+Decolorization+of+Textile+Dyestuff+by+C.+versicolor_,baseline_vs_cot,0.8940691351890564,0.024077815290482585,0.6750037283304282,0.15284745135500152,9
Effect+of+Environmental+Condition+on+Biological+Decolorization+of+Textile+Dyestuff+by+C.+versicolor_,few_shot_vs_cot,0.9363703727722168,0.021665117880776852,0.7637745006908181,0.13676266741358084,9
Effect+of+Glucose+Addition+on+Laccase+Production_,baseline_vs_few_shot,0.914401630560557,0.00610879122417928,0.4546752063389287,0.09168072040980178,9
Effect+of+Glucose+Addition+on+Laccase+Production_,baseline_vs_cot,0.8835269941223992,0.04860238121911481,0.491511040028066,0.09318816482749989,9
Effect+of+Glucose+Addition+on+Laccase+Production_,few_shot_vs_cot,0.9180513024330139,0.03641801963690426,0.44637238646600935,0.0752247304929327,9
Effect+of+Mechanical+Forces+on+Fungal+Morphology_,baseline_vs_few_shot,0.8503465784920586,0.03367820603548025,0.4360516511115019,0.06221091242598875,9
Effect+of+Mechanical+Forces+on+Fungal+Morphology_,baseline_vs_cot,0.8134537438551585,0.006797503422691987,0.35433752121933376,0.020247944999901707,6
Effect+of+Mechanical+Forces+on+Fungal+Morphology_,few_shot_vs_cot,0.8398989339669546,0.06857352023464024,0.41244145416148914,0.024356308317433455,6
Effects+of+Mn2_2B+and+NH4_2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_,baseline_vs_few_shot,0.9208933379915025,0.030739681677213568,0.49861369916467013,0.04345983119394716,9
Effects+of+Mn2_2B+and+NH4_2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_,baseline_vs_cot,0.9229216244485643,0.03390037474617816,0.5001637026025652,0.039523278162284584,9
Effects+of+Mn2_2B+and+NH4_2B+concentrations+on+laccase+and+manganese+peroxidase+production+and+amaranth+decoloration+by+Trametes+versicolor_,few_shot_vs_cot,0.9449958668814765,0.013493728671475528,0.566026427363976,0.04644776158554719,9
Enhancement+of+Laccase+Production+in+Trametes+pubescens_,baseline_vs_few_shot,0.8929009437561035,0.04072702008187302,0.5020208942439317,0.05297612872543808,9
Enhancement+of+Laccase+Production+in+Trametes+pubescens_,baseline_vs_cot,0.894026690059238,0.023699054978114736,0.5075606655182318,0.04691039178904069,9
Enhancement+of+Laccase+Production+in+Trametes+pubescens_,few_shot_vs_cot,0.9374542567465041,0.021079295921121306,0.579761434467874,0.06671074365453533,9
Evaluation+of+Argentinean+white+rot+fungi+for+their+ability+to+produce+lignin-modifying+enzymes+and+decolourise+industrial+dyes_,baseline_vs_few_shot,0.9033055570390489,0.03327904505608516,0.6266215438407097,0.06515939780961075,9
Evaluation+of+Argentinean+white+rot+fungi+for+their+ability+to+produce+lignin-modifying+enzymes+and+decolourise+industrial+dyes_,baseline_vs_cot,0.9344631301032172,0.01564541056449822,0.7770272200041591,0.0497185800957115,9
Evaluation+of+Argentinean+white+rot+fungi+for+their+ability+to+produce+lignin-modifying+enzymes+and+decolourise+industrial+dyes_,few_shot_vs_cot,0.9354761905140347,0.04370695264742736,0.7427763696394927,0.08757213127800728,9
Fed-batch+decolourisation+of+poly+R+478+by+Trametes+versicolor_,baseline_vs_few_shot,0.881343682607015,0.04747144182075488,0.41031418993959135,0.04871080021108159,9
Fed-batch+decolourisation+of+poly+R+478+by+Trametes+versicolor_,baseline_vs_cot,0.8544913861486647,0.03909494885570334,0.432013543504386,0.08066042507677752,9
Fed-batch+decolourisation+of+poly+R+478+by+Trametes+versicolor_,few_shot_vs_cot,0.8769101632965935,0.0355647561518976,0.4321939074439585,0.04413246137481519,9
Fungal+dye+decolourization_3A+Recent+advances+and+future+potential_,baseline_vs_few_shot,0.9267189171579149,0.056623564273259895,0.7541008111287024,0.10437129146843821,9
Fungal+dye+decolourization_3A+Recent+advances+and+future+potential_,baseline_vs_cot,0.9040224684609307,0.031247228722817398,0.7794188740407686,0.04609415811333207,9
Fungal+dye+decolourization_3A+Recent+advances+and+future+potential_,few_shot_vs_cot,0.9115974505742391,0.01472313618959287,0.7651139571432535,0.054202970000343985,9
HPLC+and+spectrophotometric+analysis+of+biodegradation+of+azo+dyes+by+Pleurotus+ostreatus_,baseline_vs_few_shot,0.8633719881375631,0.059642098187430326,0.41459807725145087,0.08846833393448413,9
HPLC+and+spectrophotometric+analysis+of+biodegradation+of+azo+dyes+by+Pleurotus+ostreatus_,baseline_vs_cot,0.8461966183450487,0.04417469952077716,0.5203863889414401,0.0820470018407928,9
HPLC+and+spectrophotometric+analysis+of+biodegradation+of+azo+dyes+by+Pleurotus+ostreatus_,few_shot_vs_cot,0.8705629441473219,0.047414883854755785,0.5273413551950858,0.09873820179413016,9
Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_,baseline_vs_few_shot,0.8543476329909431,0.030082587515618448,0.51507217810124,0.04806892980378798,9
Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_,baseline_vs_cot,0.8874813914299011,0.039712890625769284,0.5327977298797748,0.048788390969963645,9
Induction+of+Laccase+Production+by+T.+pubescens+with+Phenolic+Effluent_,few_shot_vs_cot,0.8862691521644592,0.04212027978146175,0.536341839360252,0.03881565276211583,9
Induction+of+Laccase+Production+by+T.+pubescens_,baseline_vs_few_shot,0.9105982316864861,0.03460051156086971,0.5833397655183555,0.09027006830098167,9
Induction+of+Laccase+Production+by+T.+pubescens_,baseline_vs_cot,0.8853407568401761,0.03254543912736387,0.5340629608958721,0.06020709934959637,9
Induction+of+Laccase+Production+by+T.+pubescens_,few_shot_vs_cot,0.9082265893618265,0.027262202236526558,0.5206124349487461,0.05477240081611923,9
Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_,baseline_vs_few_shot,0.932888925075531,0.01760761982370512,0.6006675628541421,0.05090386120431582,9
Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_,baseline_vs_cot,0.9226479729016622,0.01902544924082312,0.6314791166965079,0.07745396889133466,9
Induction+of+ligninolytic+enzyme+production+by+Dichomitus+squalens+on+various+types+of+immobilization+support_,few_shot_vs_cot,0.9095221824116178,0.01444409809377082,0.659073035591816,0.054773440174703425,9
Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+comp.._,baseline_vs_few_shot,0.8200588822364807,0.062315033600639474,0.38229325215626586,0.053463959606288344,3
Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+comp.._,baseline_vs_cot,0.8400697774357266,0.059014723229972345,0.356219203938177,0.06473961449529501,9
Inhibition+of+laccase+activity+from+Trametes+versicolor+by+heavy+metals+and+organic+comp.._,few_shot_vs_cot,0.8816542228062948,0.03924267444666243,0.41330950833874813,0.0769569719954939,3
Investigation+on+the+biodegradation+of+polyesters+by+isolated+mesophilic+microbes_,baseline_vs_few_shot,0.8946150739987692,0.03287936770434844,0.43276434775925887,0.049180533337667344,9
Investigation+on+the+biodegradation+of+polyesters+by+isolated+mesophilic+microbes_,baseline_vs_cot,0.8991261919339498,0.023091161161011585,0.39595479690132424,0.0715633531418189,9
Investigation+on+the+biodegradation+of+polyesters+by+isolated+mesophilic+microbes_,few_shot_vs_cot,0.9205994208653768,0.017481152304143235,0.45391101294631575,0.06404135943620305,9
Kinetics+of+Oxygen+Utilization+in+Bioreactors_,baseline_vs_few_shot,0.9273908933003744,0.025444799222366966,0.4434210061049102,0.04856753573222271,9
Kinetics+of+Oxygen+Utilization+in+Bioreactors_,baseline_vs_cot,0.9192311631308662,0.025768528644655002,0.49933583161647566,0.08022821549593158,9
Kinetics+of+Oxygen+Utilization+in+Bioreactors_,few_shot_vs_cot,0.9151584439807467,0.02868684945922448,0.443391128233594,0.06131480962619481,9
Kinetics+of+wheat+straw+solid-state+fermentation+with+Trametes+versicolor+and+Pleurotus+ostreatus_3A+lignin+and+polysaccharide+alteration+of+related+enzymatic+activities_,baseline_vs_few_shot,0.9196404880947537,0.01951542551541919,0.7080274574312907,0.08689553191557768,9
Kinetics+of+wheat+straw+solid-state+fermentation+with+Trametes+versicolor+and+Pleurotus+ostreatus_3A+lignin+and+polysaccharide+alteration+of+related+enzymatic+activities_,baseline_vs_cot,0.9357856512069702,0.01624277442041949,0.6905586253315297,0.029859233868105867,9
Kinetics+of+wheat+straw+solid-state+fermentation+with+Trametes+versicolor+and+Pleurotus+ostreatus_3A+lignin+and+polysaccharide+alteration+of+related+enzymatic+activities_,few_shot_vs_cot,0.9241562618149651,0.013728043575939642,0.7837661147602667,0.12428181170762566,9
Lignin-degrading+enzymes+of+the+commercial+button+mushroom_2C+Agaricus+bisporus_,baseline_vs_few_shot,0.9086244967248704,0.04597875489535986,0.7148547489338698,0.050073560368042634,9
Lignin-degrading+enzymes+of+the+commercial+button+mushroom_2C+Agaricus+bisporus_,baseline_vs_cot,0.9046354293823242,0.04463047142044874,0.6904078377762589,0.021461151371609807,3
Lignin-degrading+enzymes+of+the+commercial+button+mushroom_2C+Agaricus+bisporus_,few_shot_vs_cot,0.9688651363054911,0.006026483107520867,0.8443807965084561,0.048427498029408086,3
Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_,baseline_vs_few_shot,0.9685875177383423,0.018745683348008926,0.6321498327096455,0.07812174772959758,9
Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_,baseline_vs_cot,0.9778200520409478,0.0044242118003508055,0.7333663101100814,0.13934113153227656,9
Ligninolytic+ability+and+potential+biotechnology+application+of+the+South+American+fungus+Pleurotus+laciniatocrenatus_,few_shot_vs_cot,0.9677819278505113,0.00988437528544085,0.6898428731762065,0.06023154182343861,9
Malignant+transformation+by+malachite+green_,baseline_vs_few_shot,0.9302134911219279,0.021049037269945482,0.46336502382568373,0.06240120138118402,9
Malignant+transformation+by+malachite+green_,baseline_vs_cot,0.9285042815738254,0.025864929055772586,0.4706181421258362,0.06349209270877036,9
Malignant+transformation+by+malachite+green_,few_shot_vs_cot,0.9289814896053739,0.027916706984106157,0.45466688541128364,0.03199292670057673,9
Microbial+decolorization+of+azo+dyes+and+a+dye+industry+effluent+by+Fomes+lividus_,baseline_vs_few_shot,0.9431954887178209,0.014617885743916136,0.7864458461406256,0.03219913225386524,9
Microbial+decolorization+of+azo+dyes+and+a+dye+industry+effluent+by+Fomes+lividus_,baseline_vs_cot,0.9034229980574714,0.011307757803737651,0.7226226905507753,0.05305822399520105,9
Microbial+decolorization+of+azo+dyes+and+a+dye+industry+effluent+by+Fomes+lividus_,few_shot_vs_cot,0.9281033807330661,0.012164211411565578,0.7799761297970167,0.06442079161120771,9
Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_,baseline_vs_few_shot,0.9007720881038241,0.031152342166350214,0.43965033494840616,0.06504128025557679,9
Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_,baseline_vs_cot,0.8717415200339423,0.0659739157645972,0.43149296482183847,0.0753081702455085,9
Phenolic+azo+dye+oxidation+by+laccase+from+Pyriculariaoryzae_,few_shot_vs_cot,0.9002053605185615,0.03928581094102125,0.4365108228647363,0.06331636317707352,9
Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_2015,baseline_vs_few_shot,0.869810163974762,0.04578184571167594,0.5310781573567596,0.08248453542489308,9
Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_2015,baseline_vs_cot,0.8571262425846524,0.05167807415227836,0.5876699354414199,0.11716139654204442,9
Reductive+decolorization+of+indigo+carmine+dye+with+Bacillus+sp.+MZS10_2015,few_shot_vs_cot,0.9250957369804382,0.02570628553037691,0.6018249597693779,0.08012201307892622,9
Removal+of+Congo+red+from+an+aqueous+solution+by+fungus+Aspergillus+niger_,baseline_vs_few_shot,0.8791728814442953,0.02915556883199184,0.5619698356875148,0.07250451114665937,9
Removal+of+Congo+red+from+an+aqueous+solution+by+fungus+Aspergillus+niger_,baseline_vs_cot,0.9258575836817423,0.025586540661123383,0.721250850504497,0.05328131483589898,9
Removal+of+Congo+red+from+an+aqueous+solution+by+fungus+Aspergillus+niger_,few_shot_vs_cot,0.8936189413070679,0.02148621695784552,0.59773250583353,0.07121819437844706,9
Removal+of+humic+acid+fraction+by+Rhizopus+arrhizus_3A+uptake+and+kinetic+studies_,baseline_vs_few_shot,0.9493121438556247,0.027732610585160664,0.5779610906284911,0.04101683120843844,9
Removal+of+humic+acid+fraction+by+Rhizopus+arrhizus_3A+uptake+and+kinetic+studies_,baseline_vs_cot,0.9396030373043485,0.02028700975099043,0.5936567372464385,0.06620365710270852,9
Removal+of+humic+acid+fraction+by+Rhizopus+arrhizus_3A+uptake+and+kinetic+studies_,few_shot_vs_cot,0.9565597110324435,0.013063929365660604,0.6616324768449121,0.07763707045445631,9
Role+of+brown-rot+fungi+in+the+bioremoval+of+azo+dyes+under+different+conditions_,baseline_vs_few_shot,0.9441675278875563,0.01491547316468382,0.6572273512233052,0.11959799376538133,9
Role+of+brown-rot+fungi+in+the+bioremoval+of+azo+dyes+under+different+conditions_,baseline_vs_cot,0.9415470560391744,0.013875861119827772,0.7724770783741137,0.07370696990059765,9
Role+of+brown-rot+fungi+in+the+bioremoval+of+azo+dyes+under+different+conditions_,few_shot_vs_cot,0.9230135215653313,0.027269603425672355,0.6558442628281613,0.12005379375008746,9
Screening+of+novel+laccase+producers-isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_,baseline_vs_few_shot,0.9036892255147299,0.026377308703579152,0.7355725722639074,0.049404102436987375,9
Screening+of+novel+laccase+producers-isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_,baseline_vs_cot,0.9132424261834886,0.025381165612833562,0.7588091013228518,0.036227847545879974,9
Screening+of+novel+laccase+producers-isolation+and+characterization+of+cold-adapted+laccase+from+Kabatiella+bupleuri+G3+capable+of+synthetic+dye+decolorization_,few_shot_vs_cot,0.965498858027988,0.01900205771677998,0.8960816918843011,0.05472659044386457,9
Screening+of+white+rot+fungi+for+the+treatment+of+olive+mill+wastewaters_,baseline_vs_few_shot,0.79828984869851,0.05457367977021597,0.393676913916285,0.07403849066371902,9
Screening+of+white+rot+fungi+for+the+treatment+of+olive+mill+wastewaters_,baseline_vs_cot,0.8885417282581329,0.014361874969243104,0.560935171409526,0.11086614962322257,6
Screening+of+white+rot+fungi+for+the+treatment+of+olive+mill+wastewaters_,few_shot_vs_cot,0.8093153536319733,0.03299936679068671,0.4766786389821069,0.0683322748349369,6
Strategy+for+dye+adsorption+and+microbial+treatment_,baseline_vs_few_shot,0.8289521932601929,0.008112024950011253,0.4855977355977356,0.050132243480804445,3
Strategy+for+dye+adsorption+and+microbial+treatment_,baseline_vs_cot,0.8991345167160034,0.043861968943943744,0.5617581959107817,0.08357726472788735,6
Strategy+for+dye+adsorption+and+microbial+treatment_,few_shot_vs_cot,0.8636815547943115,0.008367160953776726,0.5035479983933592,0.11436403690900378,2
The+potential+for+white+rot+fungi+in+the+treatment+of+pollutants_,baseline_vs_few_shot,0.8434756596883138,0.05553939791538699,0.31205700420700105,0.045306865371694774,3
The+potential+for+white+rot+fungi+in+the+treatment+of+pollutants_,baseline_vs_cot,0.7997525069448683,0.04698221138773288,0.29208523962108274,0.05132157456505797,9
The+potential+for+white+rot+fungi+in+the+treatment+of+pollutants_,few_shot_vs_cot,0.9031419157981873,0.001846484827154422,0.2627176985414534,0.019481026952924165,3
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+Irpex+lacteus_,baseline_vs_few_shot,0.9129887753062778,0.020112950739102978,0.5534353625751475,0.044796298895831484,9
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+Irpex+lacteus_,baseline_vs_cot,0.905029661125607,0.019211731997211406,0.6328295481202796,0.03475829647802742,9
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+Irpex+lacteus_,few_shot_vs_cot,0.9143661790423923,0.021514306347233253,0.6742069032221871,0.09000225884184587,9
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static..._,baseline_vs_few_shot,0.9449379510349698,0.012098539733850402,0.4833222456173275,0.04356791221427526,9
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static..._,baseline_vs_cot,0.9053286049101088,0.02387064461969592,0.49900387724083256,0.05047526117944921,9
The+role+of+Mn-dependent+peroxidase+in+dye+decolorization+by+static..._,few_shot_vs_cot,0.9312918716006808,0.01328143168906233,0.5199884115930997,0.06881653114407542,9
Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_,baseline_vs_few_shot,0.914729482597775,0.032675199351424725,0.7259703755935569,0.11923670744121542,9
Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_,baseline_vs_cot,0.9387925929493375,0.017271159606359828,0.6949935301418022,0.11083597266286946,9
Transformation+of+Indigo+carmine+by+Phanerochaete+chrysosporium+ligninolytic+enzymes_,few_shot_vs_cot,0.9364881979094611,0.013079122695083326,0.7264252137530058,0.10715056807527702,9
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta_,baseline_vs_few_shot,0.9234684639506869,0.034640273627482475,0.6654089531064152,0.08606507078746603,9
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta_,baseline_vs_cot,0.9208349850442674,0.03488705899834934,0.6528680851316092,0.08847161658990739,9
Transformation+of+industrial+dyes+by+manganese+peroxidases+from+Bjerkandera+adusta_,few_shot_vs_cot,0.9649624162250094,0.009503217283179417,0.7339885347905398,0.08557716407026608,9
Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_,baseline_vs_few_shot,0.9411654273668925,0.019460565747552692,0.6740551874800972,0.04541914749362823,9
Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_,baseline_vs_cot,0.938891073067983,0.01891749284037969,0.6569352562653283,0.05706132068733405,9
Trichoderma+asperellum+laccase+mediated+crystal+violet+degradation-Optimization+of+experimental+conditions+and+characterization_,few_shot_vs_cot,0.9611697660552131,0.018517372850194325,0.8176642328603112,0.059568154501754574,9
White+rot+fungi_3A+an+ingenious+army+for+environmental+protection_,baseline_vs_few_shot,0.9387542804082235,0.013019055529785245,0.53279927150846,0.03618294516386143,9
White+rot+fungi_3A+an+ingenious+army+for+environmental+protection_,baseline_vs_cot,0.9421785606278313,0.011609294684877217,0.5307624334012055,0.0411214336986461,9
White+rot+fungi_3A+an+ingenious+army+for+environmental+protection_,few_shot_vs_cot,0.9365185697873434,0.014819050889548813,0.6144053048688147,0.03869846138118591,9
mp-2,baseline_vs_few_shot,0.9178688327471415,0.025310911490573736,0.800147529460957,0.06967872117258112,9
mp-2,baseline_vs_cot,0.9008792572551303,0.038526513911786256,0.7522662922454328,0.0642546578891735,9
mp-2,few_shot_vs_cot,0.9129297600852119,0.043405136753296415,0.8401204604224942,0.049299139142035375,9
